Column1,Content ID,Type,Datetime,Category,Score,Sentiments,,,,
11107,6b09861c-712e-46e6-a2a5-72e4b3878767,intrigued,20-08-2020 04:49,studying,45,positive,,,,
11108,6b09861c-712e-46e6-a2a5-72e4b3878767,adore,20-10-2020 10:54,studying,72,positive,,,,
11109,6b09861c-712e-46e6-a2a5-72e4b3878767,peeking,25-12-2020 09:00,studying,35,neutral,,,,
11110,6b09861c-712e-46e6-a2a5-72e4b3878767,indifferent,06-10-2020 05:16,studying,20,neutral,,,,
11111,6b09861c-712e-46e6-a2a5-72e4b3878767,love,29-12-2020 06:44,studying,65,positive,,,,
11112,6b09861c-712e-46e6-a2a5-72e4b3878767,cherish,31-07-2020 22:10,studying,70,positive,,,,
11113,6b09861c-712e-46e6-a2a5-72e4b3878767,disgust,16-03-2021 00:27,studying,0,negative,,,,
11114,6b09861c-712e-46e6-a2a5-72e4b3878767,hate,25-05-2021 14:41,studying,5,negative,,,,
11115,6b09861c-712e-46e6-a2a5-72e4b3878767,love,11-03-2021 07:32,studying,65,positive,,,,
11117,4c009116-c94a-4633-83fb-956565358565,worried,22-08-2020 20:28,soccer,12,negative,,,,
11118,4c009116-c94a-4633-83fb-956565358565,want,27-04-2021 07:18,soccer,70,positive,,,,
11119,4c009116-c94a-4633-83fb-956565358565,disgust,04-02-2021 12:51,soccer,0,negative,,,,
11120,4c009116-c94a-4633-83fb-956565358565,love,06-12-2020 08:18,soccer,65,positive,,,,
11121,4c009116-c94a-4633-83fb-956565358565,intrigued,15-05-2021 03:07,soccer,45,positive,,,,
11122,4c009116-c94a-4633-83fb-956565358565,scared,11-02-2021 23:02,soccer,15,negative,,,,
11123,4c009116-c94a-4633-83fb-956565358565,adore,10-04-2021 16:39,soccer,72,positive,,,,
11124,4c009116-c94a-4633-83fb-956565358565,intrigued,25-06-2020 14:47,soccer,45,positive,,,,
11125,4c009116-c94a-4633-83fb-956565358565,dislike,15-01-2021 17:50,soccer,10,negative,,,,
11126,4c009116-c94a-4633-83fb-956565358565,love,25-07-2020 16:56,soccer,65,positive,,,,
11127,4c009116-c94a-4633-83fb-956565358565,indifferent,12-12-2020 09:55,soccer,20,neutral,,,,
11128,4c009116-c94a-4633-83fb-956565358565,interested,14-04-2021 16:08,soccer,30,positive,,,,
11129,4c009116-c94a-4633-83fb-956565358565,like,31-01-2021 04:39,soccer,50,positive,,,,
11130,4c009116-c94a-4633-83fb-956565358565,super love,14-02-2021 12:55,soccer,75,positive,,,,
11131,4c009116-c94a-4633-83fb-956565358565,adore,20-03-2021 10:56,soccer,72,positive,,,,
11132,4c009116-c94a-4633-83fb-956565358565,like,10-03-2021 07:24,soccer,50,positive,,,,
11133,4c009116-c94a-4633-83fb-956565358565,indifferent,21-09-2020 08:29,soccer,20,neutral,,,,
11134,4c009116-c94a-4633-83fb-956565358565,scared,10-04-2021 11:31,soccer,15,negative,,,,
11135,4c009116-c94a-4633-83fb-956565358565,like,30-10-2020 09:51,soccer,50,positive,,,,
11136,4c009116-c94a-4633-83fb-956565358565,heart,19-01-2021 04:37,soccer,60,positive,,,,
11137,4c009116-c94a-4633-83fb-956565358565,indifferent,17-05-2021 04:56,soccer,20,neutral,,,,
11138,4c009116-c94a-4633-83fb-956565358565,hate,13-02-2021 08:05,soccer,5,negative,,,,
11139,4c009116-c94a-4633-83fb-956565358565,indifferent,26-07-2020 17:55,soccer,20,neutral,,,,
11140,4c009116-c94a-4633-83fb-956565358565,super love,16-08-2020 20:02,soccer,75,positive,,,,
11141,4c009116-c94a-4633-83fb-956565358565,worried,29-09-2020 11:06,soccer,12,negative,,,,
11142,4c009116-c94a-4633-83fb-956565358565,interested,03-10-2020 04:48,soccer,30,positive,,,,
11143,4c009116-c94a-4633-83fb-956565358565,scared,24-03-2021 19:02,soccer,15,negative,,,,
11144,4c009116-c94a-4633-83fb-956565358565,dislike,26-11-2020 11:09,soccer,10,negative,,,,
11145,4c009116-c94a-4633-83fb-956565358565,interested,26-12-2020 05:01,soccer,30,positive,,,,
11146,4c009116-c94a-4633-83fb-956565358565,dislike,08-09-2020 10:07,soccer,10,negative,,,,
11147,4c009116-c94a-4633-83fb-956565358565,indifferent,02-11-2020 18:35,soccer,20,neutral,,,,
11148,4c009116-c94a-4633-83fb-956565358565,worried,29-01-2021 01:57,soccer,12,negative,,,,
11149,4c009116-c94a-4633-83fb-956565358565,want,15-03-2021 23:27,soccer,70,positive,,,,
11150,4c009116-c94a-4633-83fb-956565358565,peeking,26-06-2020 01:40,soccer,35,neutral,,,,
11151,4c009116-c94a-4633-83fb-956565358565,interested,10-07-2020 23:54,soccer,30,positive,,,,
11152,4c009116-c94a-4633-83fb-956565358565,want,13-10-2020 08:14,soccer,70,positive,,,,
11153,4c009116-c94a-4633-83fb-956565358565,indifferent,06-06-2021 16:53,soccer,20,neutral,,,,
11154,4c009116-c94a-4633-83fb-956565358565,peeking,25-08-2020 11:37,soccer,35,neutral,,,,
11155,4c009116-c94a-4633-83fb-956565358565,heart,14-05-2021 08:31,soccer,60,positive,,,,
11156,4c009116-c94a-4633-83fb-956565358565,hate,02-02-2021 13:14,soccer,5,negative,,,,
11157,4c009116-c94a-4633-83fb-956565358565,adore,07-09-2020 15:34,soccer,72,positive,,,,
11158,4c009116-c94a-4633-83fb-956565358565,cherish,28-02-2021 20:39,soccer,70,positive,,,,
11159,4c009116-c94a-4633-83fb-956565358565,peeking,31-07-2020 21:04,soccer,35,neutral,,,,
11160,4c009116-c94a-4633-83fb-956565358565,adore,18-06-2021 05:44,soccer,72,positive,,,,
11161,4c009116-c94a-4633-83fb-956565358565,interested,16-12-2020 22:54,soccer,30,positive,,,,
11162,4c009116-c94a-4633-83fb-956565358565,interested,29-07-2020 04:50,soccer,30,positive,,,,
11164,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,intrigued,04-12-2020 01:48,tennis,45,positive,,,,
11165,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,08-10-2020 09:17,tennis,12,negative,,,,
11166,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,intrigued,04-07-2020 07:38,tennis,45,positive,,,,
11167,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,love,22-11-2020 11:09,tennis,65,positive,,,,
11168,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,intrigued,28-09-2020 22:08,tennis,45,positive,,,,
11169,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,heart,22-09-2020 12:08,tennis,60,positive,,,,
11170,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,peeking,04-05-2021 03:32,tennis,35,neutral,,,,
11171,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,cherish,17-02-2021 06:16,tennis,70,positive,,,,
11172,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,16-10-2020 02:17,tennis,12,negative,,,,
11174,763560f8-e3c4-4dec-a40c-411c22d05c7b,love,29-06-2020 20:55,food,65,positive,,,,
11175,763560f8-e3c4-4dec-a40c-411c22d05c7b,adore,19-02-2021 09:00,food,72,positive,,,,
11176,763560f8-e3c4-4dec-a40c-411c22d05c7b,disgust,12-08-2020 18:45,food,0,negative,,,,
11177,763560f8-e3c4-4dec-a40c-411c22d05c7b,super love,29-05-2021 20:36,food,75,positive,,,,
11178,763560f8-e3c4-4dec-a40c-411c22d05c7b,interested,22-08-2020 17:18,food,30,positive,,,,
11179,763560f8-e3c4-4dec-a40c-411c22d05c7b,disgust,17-10-2020 18:14,food,0,negative,,,,
11180,763560f8-e3c4-4dec-a40c-411c22d05c7b,interested,11-10-2020 02:08,food,30,positive,,,,
11181,763560f8-e3c4-4dec-a40c-411c22d05c7b,interested,17-03-2021 19:41,food,30,positive,,,,
11182,763560f8-e3c4-4dec-a40c-411c22d05c7b,want,29-04-2021 17:32,food,70,positive,,,,
11183,763560f8-e3c4-4dec-a40c-411c22d05c7b,cherish,05-04-2021 00:16,food,70,positive,,,,
11185,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,indifferent,28-05-2021 02:46,animals,20,neutral,,,,
11186,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,like,24-07-2020 12:42,animals,50,positive,,,,
11187,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,scared,26-03-2021 20:50,animals,15,negative,,,,
11188,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,13-06-2021 08:28,animals,70,positive,,,,
11189,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-12-2020 02:03,animals,70,positive,,,,
11190,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,adore,17-04-2021 18:05,animals,72,positive,,,,
11191,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,04-03-2021 20:43,animals,35,neutral,,,,
11192,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,03-02-2021 08:00,animals,70,positive,,,,
11193,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,love,11-11-2020 08:32,animals,65,positive,,,,
11194,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,31-05-2021 10:12,animals,35,neutral,,,,
11195,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,10-01-2021 14:57,animals,10,negative,,,,
11196,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,22-11-2020 13:12,animals,10,negative,,,,
11197,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,11-05-2021 00:13,animals,60,positive,,,,
11198,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,27-05-2021 18:30,animals,70,positive,,,,
11199,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,15-06-2021 14:17,animals,70,positive,,,,
11200,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,13-06-2021 01:47,animals,60,positive,,,,
11201,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-01-2021 06:04,animals,70,positive,,,,
11202,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,worried,19-08-2020 04:55,animals,12,negative,,,,
11203,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,intrigued,13-07-2020 23:17,animals,45,positive,,,,
11204,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,27-02-2021 07:04,animals,60,positive,,,,
11206,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,super love,27-11-2020 08:22,dogs,75,positive,,,,
11207,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,like,03-05-2021 07:54,dogs,50,positive,,,,
11208,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,peeking,02-06-2021 11:18,dogs,35,neutral,,,,
11209,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,peeking,26-09-2020 03:06,dogs,35,neutral,,,,
11210,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,adore,22-11-2020 13:11,dogs,72,positive,,,,
11211,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,love,06-12-2020 01:21,dogs,65,positive,,,,
11212,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,14-06-2021 20:53,dogs,70,positive,,,,
11213,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,worried,25-05-2021 23:30,dogs,12,negative,,,,
11214,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,peeking,13-07-2020 03:15,dogs,35,neutral,,,,
11215,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,19-11-2020 18:34,dogs,70,positive,,,,
11216,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,peeking,01-08-2020 04:31,dogs,35,neutral,,,,
11217,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,25-04-2021 14:15,dogs,70,positive,,,,
11218,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,dislike,22-10-2020 17:41,dogs,10,negative,,,,
11219,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,worried,27-10-2020 21:37,dogs,12,negative,,,,
11220,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,super love,17-04-2021 18:10,dogs,75,positive,,,,
11221,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,like,04-01-2021 15:49,dogs,50,positive,,,,
11222,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,29-07-2020 00:10,dogs,70,positive,,,,
11223,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,scared,15-04-2021 20:12,dogs,15,negative,,,,
11224,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,interested,15-05-2021 15:33,dogs,30,positive,,,,
11225,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,scared,22-09-2020 09:18,dogs,15,negative,,,,
11226,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,scared,04-11-2020 07:52,dogs,15,negative,,,,
11227,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,09-12-2020 12:01,dogs,70,positive,,,,
11228,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,peeking,29-10-2020 13:56,dogs,35,neutral,,,,
11230,9531f7f8-d0cc-4e42-9cbb-94d93692653f,interested,14-01-2021 13:56,soccer,30,positive,,,,
11231,9531f7f8-d0cc-4e42-9cbb-94d93692653f,intrigued,26-10-2020 13:38,soccer,45,positive,,,,
11232,9531f7f8-d0cc-4e42-9cbb-94d93692653f,dislike,02-01-2021 22:08,soccer,10,negative,,,,
11233,9531f7f8-d0cc-4e42-9cbb-94d93692653f,indifferent,15-06-2021 03:48,soccer,20,neutral,,,,
11234,9531f7f8-d0cc-4e42-9cbb-94d93692653f,adore,18-03-2021 10:31,soccer,72,positive,,,,
11235,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,11-10-2020 07:33,soccer,70,positive,,,,
11236,9531f7f8-d0cc-4e42-9cbb-94d93692653f,adore,17-01-2021 05:15,soccer,72,positive,,,,
11237,9531f7f8-d0cc-4e42-9cbb-94d93692653f,disgust,25-10-2020 13:40,soccer,0,negative,,,,
11238,9531f7f8-d0cc-4e42-9cbb-94d93692653f,disgust,13-12-2020 06:32,soccer,0,negative,,,,
11239,9531f7f8-d0cc-4e42-9cbb-94d93692653f,cherish,26-02-2021 02:34,soccer,70,positive,,,,
11240,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,23-09-2020 00:38,soccer,70,positive,,,,
11241,9531f7f8-d0cc-4e42-9cbb-94d93692653f,intrigued,30-03-2021 06:43,soccer,45,positive,,,,
11242,9531f7f8-d0cc-4e42-9cbb-94d93692653f,heart,02-11-2020 08:16,soccer,60,positive,,,,
11243,9531f7f8-d0cc-4e42-9cbb-94d93692653f,disgust,18-05-2021 13:11,soccer,0,negative,,,,
11244,9531f7f8-d0cc-4e42-9cbb-94d93692653f,dislike,03-07-2020 14:36,soccer,10,negative,,,,
11245,9531f7f8-d0cc-4e42-9cbb-94d93692653f,love,27-06-2020 02:20,soccer,65,positive,,,,
11246,9531f7f8-d0cc-4e42-9cbb-94d93692653f,love,10-03-2021 17:26,soccer,65,positive,,,,
11247,9531f7f8-d0cc-4e42-9cbb-94d93692653f,cherish,22-12-2020 16:28,soccer,70,positive,,,,
11248,9531f7f8-d0cc-4e42-9cbb-94d93692653f,heart,08-06-2021 20:10,soccer,60,positive,,,,
11249,9531f7f8-d0cc-4e42-9cbb-94d93692653f,indifferent,08-02-2021 00:49,soccer,20,neutral,,,,
11250,9531f7f8-d0cc-4e42-9cbb-94d93692653f,disgust,30-07-2020 04:32,soccer,0,negative,,,,
11251,9531f7f8-d0cc-4e42-9cbb-94d93692653f,interested,30-07-2020 01:17,soccer,30,positive,,,,
11252,9531f7f8-d0cc-4e42-9cbb-94d93692653f,want,27-08-2020 18:53,soccer,70,positive,,,,
11254,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,04-05-2021 11:50,healthy eating,60,positive,,,,
11255,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,08-05-2021 15:53,healthy eating,50,positive,,,,
11256,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,dislike,11-11-2020 04:10,healthy eating,10,negative,,,,
11257,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,dislike,13-12-2020 19:19,healthy eating,10,negative,,,,
11258,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,intrigued,08-01-2021 20:01,healthy eating,45,positive,,,,
11259,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,peeking,29-09-2020 15:38,healthy eating,35,neutral,,,,
11260,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,worried,30-06-2020 11:41,healthy eating,12,negative,,,,
11261,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,peeking,09-06-2021 12:01,healthy eating,35,neutral,,,,
11262,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,peeking,11-05-2021 10:06,healthy eating,35,neutral,,,,
11263,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,adore,16-02-2021 10:42,healthy eating,72,positive,,,,
11264,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,interested,24-07-2020 08:29,healthy eating,30,positive,,,,
11265,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,peeking,10-12-2020 14:26,healthy eating,35,neutral,,,,
11266,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,dislike,30-05-2021 20:44,healthy eating,10,negative,,,,
11267,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,peeking,29-08-2020 17:11,healthy eating,35,neutral,,,,
11268,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,super love,07-04-2021 07:14,healthy eating,75,positive,,,,
11269,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,disgust,15-11-2020 05:21,healthy eating,0,negative,,,,
11270,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,cherish,01-06-2021 14:03,healthy eating,70,positive,,,,
11271,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,02-06-2021 19:57,healthy eating,50,positive,,,,
11272,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,love,30-12-2020 08:06,healthy eating,65,positive,,,,
11273,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,intrigued,18-03-2021 06:26,healthy eating,45,positive,,,,
11274,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,adore,21-05-2021 20:39,healthy eating,72,positive,,,,
11275,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,07-02-2021 14:56,healthy eating,5,negative,,,,
11276,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,08-02-2021 23:19,healthy eating,60,positive,,,,
11277,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,interested,16-08-2020 14:46,healthy eating,30,positive,,,,
11278,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,30-09-2020 14:57,healthy eating,5,negative,,,,
11279,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,super love,13-04-2021 01:36,healthy eating,75,positive,,,,
11280,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,15-10-2020 07:49,healthy eating,50,positive,,,,
11281,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,09-11-2020 03:14,healthy eating,50,positive,,,,
11282,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,love,11-08-2020 17:42,healthy eating,65,positive,,,,
11283,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,disgust,30-04-2021 02:53,healthy eating,0,negative,,,,
11284,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,27-06-2020 09:44,healthy eating,60,positive,,,,
11285,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,disgust,25-03-2021 04:44,healthy eating,0,negative,,,,
11286,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,22-01-2021 19:04,healthy eating,60,positive,,,,
11287,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,cherish,05-07-2020 06:26,healthy eating,70,positive,,,,
11288,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,adore,28-07-2020 00:47,healthy eating,72,positive,,,,
11289,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,love,10-05-2021 10:06,healthy eating,65,positive,,,,
11290,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,super love,21-07-2020 06:20,healthy eating,75,positive,,,,
11291,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,interested,02-02-2021 08:00,healthy eating,30,positive,,,,
11293,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,09-10-2020 22:18,healthy eating,70,positive,,,,
11294,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,11-08-2020 06:10,healthy eating,72,positive,,,,
11295,09bb0893-a05b-49bc-95ec-1e158577bf13,indifferent,20-09-2020 09:25,healthy eating,20,neutral,,,,
11296,09bb0893-a05b-49bc-95ec-1e158577bf13,intrigued,11-06-2021 16:52,healthy eating,45,positive,,,,
11297,09bb0893-a05b-49bc-95ec-1e158577bf13,love,02-03-2021 08:14,healthy eating,65,positive,,,,
11298,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,30-07-2020 07:50,healthy eating,30,positive,,,,
11299,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,26-01-2021 13:03,healthy eating,5,negative,,,,
11300,09bb0893-a05b-49bc-95ec-1e158577bf13,worried,26-12-2020 12:51,healthy eating,12,negative,,,,
11301,09bb0893-a05b-49bc-95ec-1e158577bf13,indifferent,21-10-2020 04:00,healthy eating,20,neutral,,,,
11302,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,19-05-2021 12:43,healthy eating,30,positive,,,,
11303,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,17-06-2021 05:04,healthy eating,70,positive,,,,
11304,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,09-07-2020 07:12,healthy eating,70,positive,,,,
11305,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,08-04-2021 21:43,healthy eating,72,positive,,,,
11306,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,22-12-2020 13:14,healthy eating,60,positive,,,,
11307,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,13-02-2021 03:51,healthy eating,75,positive,,,,
11308,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,12-03-2021 13:46,healthy eating,5,negative,,,,
11309,09bb0893-a05b-49bc-95ec-1e158577bf13,want,30-10-2020 15:07,healthy eating,70,positive,,,,
11310,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,25-06-2020 04:08,healthy eating,72,positive,,,,
11311,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,30-10-2020 21:25,healthy eating,60,positive,,,,
11312,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,21-08-2020 23:17,healthy eating,75,positive,,,,
11313,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,24-06-2020 15:03,healthy eating,30,positive,,,,
11314,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,07-03-2021 09:05,healthy eating,75,positive,,,,
11315,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,03-12-2020 06:02,healthy eating,30,positive,,,,
11316,09bb0893-a05b-49bc-95ec-1e158577bf13,want,07-10-2020 03:32,healthy eating,70,positive,,,,
11317,09bb0893-a05b-49bc-95ec-1e158577bf13,like,07-08-2020 06:44,healthy eating,50,positive,,,,
11318,09bb0893-a05b-49bc-95ec-1e158577bf13,love,27-07-2020 19:26,healthy eating,65,positive,,,,
11319,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,27-01-2021 06:34,healthy eating,5,negative,,,,
11320,09bb0893-a05b-49bc-95ec-1e158577bf13,love,18-01-2021 06:16,healthy eating,65,positive,,,,
11322,c323d478-30a2-4140-a2ba-935a37b2ec10,peeking,23-03-2021 10:43,cooking,35,neutral,,,,
11323,c323d478-30a2-4140-a2ba-935a37b2ec10,hate,23-11-2020 04:09,cooking,5,negative,,,,
11324,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,15-06-2021 18:09,cooking,10,negative,,,,
11325,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,04-02-2021 11:28,cooking,60,positive,,,,
11326,c323d478-30a2-4140-a2ba-935a37b2ec10,indifferent,08-01-2021 01:41,cooking,20,neutral,,,,
11327,c323d478-30a2-4140-a2ba-935a37b2ec10,scared,17-06-2021 02:41,cooking,15,negative,,,,
11328,c323d478-30a2-4140-a2ba-935a37b2ec10,love,17-10-2020 11:36,cooking,65,positive,,,,
11329,c323d478-30a2-4140-a2ba-935a37b2ec10,intrigued,01-01-2021 19:16,cooking,45,positive,,,,
11330,c323d478-30a2-4140-a2ba-935a37b2ec10,interested,11-11-2020 05:38,cooking,30,positive,,,,
11331,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,06-06-2021 07:40,cooking,60,positive,,,,
11332,c323d478-30a2-4140-a2ba-935a37b2ec10,want,23-05-2021 11:05,cooking,70,positive,,,,
11333,c323d478-30a2-4140-a2ba-935a37b2ec10,worried,22-03-2021 19:39,cooking,12,negative,,,,
11334,c323d478-30a2-4140-a2ba-935a37b2ec10,peeking,15-05-2021 06:56,cooking,35,neutral,,,,
11335,c323d478-30a2-4140-a2ba-935a37b2ec10,hate,06-04-2021 02:11,cooking,5,negative,,,,
11336,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,12-09-2020 11:22,cooking,10,negative,,,,
11337,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,25-01-2021 12:09,cooking,10,negative,,,,
11339,e409d5be-a02d-4688-9869-eb940fe1e133,super love,29-07-2020 13:48,public speaking,75,positive,,,,
11340,e409d5be-a02d-4688-9869-eb940fe1e133,indifferent,10-09-2020 17:15,public speaking,20,neutral,,,,
11341,e409d5be-a02d-4688-9869-eb940fe1e133,dislike,20-10-2020 08:19,public speaking,10,negative,,,,
11342,e409d5be-a02d-4688-9869-eb940fe1e133,interested,18-07-2020 09:54,public speaking,30,positive,,,,
11343,e409d5be-a02d-4688-9869-eb940fe1e133,adore,14-01-2021 08:56,public speaking,72,positive,,,,
11345,bd656a40-09c1-4219-8210-e667136e3734,disgust,30-11-2020 13:57,culture,0,negative,,,,
11346,bd656a40-09c1-4219-8210-e667136e3734,disgust,22-12-2020 23:28,culture,0,negative,,,,
11347,bd656a40-09c1-4219-8210-e667136e3734,disgust,31-07-2020 00:57,culture,0,negative,,,,
11348,bd656a40-09c1-4219-8210-e667136e3734,adore,21-01-2021 19:45,culture,72,positive,,,,
11349,bd656a40-09c1-4219-8210-e667136e3734,peeking,19-12-2020 18:42,culture,35,neutral,,,,
11350,bd656a40-09c1-4219-8210-e667136e3734,want,20-11-2020 05:03,culture,70,positive,,,,
11351,bd656a40-09c1-4219-8210-e667136e3734,love,04-05-2021 02:27,culture,65,positive,,,,
11352,bd656a40-09c1-4219-8210-e667136e3734,want,13-07-2020 23:39,culture,70,positive,,,,
11353,bd656a40-09c1-4219-8210-e667136e3734,like,20-03-2021 21:52,culture,50,positive,,,,
11354,bd656a40-09c1-4219-8210-e667136e3734,super love,18-04-2021 10:16,culture,75,positive,,,,
11355,bd656a40-09c1-4219-8210-e667136e3734,heart,06-05-2021 12:45,culture,60,positive,,,,
11356,bd656a40-09c1-4219-8210-e667136e3734,peeking,24-09-2020 15:57,culture,35,neutral,,,,
11357,bd656a40-09c1-4219-8210-e667136e3734,hate,30-05-2021 01:35,culture,5,negative,,,,
11358,bd656a40-09c1-4219-8210-e667136e3734,adore,20-09-2020 23:13,culture,72,positive,,,,
11359,bd656a40-09c1-4219-8210-e667136e3734,worried,22-03-2021 08:14,culture,12,negative,,,,
11360,bd656a40-09c1-4219-8210-e667136e3734,heart,04-06-2021 05:35,culture,60,positive,,,,
11361,bd656a40-09c1-4219-8210-e667136e3734,hate,13-07-2020 00:44,culture,5,negative,,,,
